Timestamp	Gender	Age	Education	Country	Experience	Vision	Duration	Comments
2022-04-05 12:33:29	Male	26	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	1791.582	
2022-04-05 15:28:32	Male	25	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	492.767	Cool project, hope it goes well! 
2022-04-05 15:32:20	Male	23	Master degree	France	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	745.777	Large lichens looks very gross. Thin and sparse ones look really nice, well done.  The buttons Left and Right were really small and only visible with a zoom at 80% on my browser (1920x1080 resolution)  The experience is a bit repetitive. Sometimes it lacks of an option "None of this pictures is realistic at all", even though this probably complexify the analysis of the data. By the way, I do not think that the gender is a relevant demographic data here.  At first, I did not understand that the rocky ground was a rock. I just thought it was the floor.  I wish you to succeed in your work, it's an interesting topic. 
2022-04-05 16:08:07	Female	23	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	655.7860000000001	
2022-04-06 09:10:48	Female	23	Bachelor degree	France	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	461.3	
2022-04-06 18:29:47	Male	33	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	340.074	
2022-03-29 14:51:22	Male	32	Less than high school degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	417.994	
2022-03-29 14:51:59	Male	31	Some college but no degree	Swedem	I have professional experience creating computer graphics	corrected-to-normal vision (i.e. glasses, contact lenses)	361.293	
2022-03-29 14:53:51	Male	32	Doctoral degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	444.08500000000004	
2022-03-29 14:54:02	Male	29	Master degree	Sweden	I have professional experience creating computer graphics	normal vision	355.583	
2022-03-29 14:54:06	Male	35	Bachelor degree	Australia	I have seen computer graphics on tv, in films, in video games or in other media	normal vision	557.934	I found that throughout the test i was making rules for myself. The smaller individual dots the better, stronger green towards the rocks indicating more shadows throughout the day and lighter colors further away as they are in the sun. Also the grouping being more erratic was more realistic, not circular grouping but random shapes.
2022-03-29 14:54:45	Female	32	Bachelor degree	Sweden	I have seen computer graphics on tv, in films, in video games or in other media	corrected-to-normal vision (i.e. glasses, contact lenses)	526.36	
2022-03-29 14:59:01	Male	23	Master degree	Sweden	I have seen computer graphics on tv, in films, in video games or in other media	normal vision	706.197	Perhaps have more images of lichen for the user to get accustom to what lichen looks like, as someone who has rarely seen lichen, would have been nice to see more before asking if the images are realistic or not. (Maybe add that as a demographic question; e.g. how would you rate your lichen knowledge or something along those lines)
2022-03-29 15:01:30	Male	33	Bachelor degree	Sweden	I have professional experience creating computer graphics	normal vision	654.992	this was hard :D
2022-03-29 15:08:04	Female	26	Bachelor degree	Sweden	I have professional experience creating computer graphics	other	600.247	
2022-03-29 15:11:33	Male	31	Professional degree	sweden	I have professional experience creating computer graphics	normal vision	1512.665	
2022-03-29 15:18:00	Male	22	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	1731.471	Make sure to test compatibility with different window sizes and shapes ;)
2022-03-29 15:20:42	Female	30	Master degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	487.312	
2022-03-29 15:23:10	Male	25	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	422.589	
2022-03-29 15:25:00	Female	26	Some college but no degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	578.503	
2022-03-29 15:28:20	Male	27	Master degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	262.813	
2022-03-29 16:12:40	Male	35	Master degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	703.532	
2022-03-29 17:21:46	Male	27	Bachelor degree	Sweden	I have seen computer graphics on tv, in films, in video games or in other media	normal vision	265.934	
2022-03-29 22:57:41	Male	28	Master degree	Sweden	I have professional experience creating computer graphics	corrected-to-normal vision (i.e. glasses, contact lenses)	439.35	
2022-03-30 09:00:10	Non-binary	34	Master degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	1478.262	It looked a bit odd to when the lichen looked three-dimensional while the stone looked quite flat. 
2022-03-30 09:19:43	Female	23	High school degree or equivalent (e.g., GED)	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	1306.58	Sometimes I had a hard time choosing. Mostly because the desired answer was "what looks the most realistic", but sometimes I wanted to pick another "generated lichen" because it suited better in the environment.   Overall looks good, except for the lichen which looked like a bunch of strings. Often felt drawn to the results with the most combinations of different colored lichen together.
2022-04-05 09:30:03	Other	28	Bachelor degree	Sweden	I have professional experience creating computer graphics	corrected-to-normal vision (i.e. glasses, contact lenses)	263.647	
2022-04-05 09:41:02	Female	26	Master degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	1113.318	
2022-04-05 09:50:05	Male	35	High school degree or equivalent (e.g., GED)	Portugal	I have professional experience creating computer graphics	normal vision	1587.064	The highest level of education is always tricky for international people as it's different everywhere. I think I answered correctly but I wouldn't know without doing some research and not everyone will be up for that. In the few where both images had very small patches, I could have gone either way.
2022-04-05 10:04:35	Male	27	Bachelor degree	Sweden	I have professional experience creating computer graphics	corrected-to-normal vision (i.e. glasses, contact lenses)	370.972	
2022-04-05 11:20:25	Male	28	Master degree	sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	normal vision	311.81600000000003	
2022-04-05 11:55:26	Female	28	Bachelor degree	Sweden	I have limited experience creating computer graphics (e.g. as a hobby or in a university course)	corrected-to-normal vision (i.e. glasses, contact lenses)	9624.398000000001	
